ID,Area (int), Perimeter (float), MajorAxisLength (float), MinorAxisLength (float), AspectRation (float), Eccentricity (float), ConvexArea (float), EquivDiameter (float), Extent (float), Solidity (float), roundness (float), Compactness (float), ShapeFactor1 (float), ShapeFactor2 (float), ShapeFactor3 (float), ShapeFactor4 (float),class
4437,31306,672.247,254.1840725409,158.683981487,1.6018256547,0.7811945401,31883,199.6497863447,0.6547043938,0.9819025813,0.8705218961,0.7854535666,0.0081193405,0.001906262,0.6169373053,0.9882260029,DERMASON
4438,48094,827.726,314.4611427833,195.0514733988,1.61219568,0.7843867171,48648,247.4574360663,0.7949947104,0.9886120704,0.8821197966,0.7869253221,0.0065384693,0.0015466425,0.6192514625,0.9983545327,SIRA
4439,68020,1007.399,396.9242490447,221.0941039258,1.7952728815,0.8305001622,69372,294.2885553889,0.7538846896,0.9805108689,0.8422547342,0.7414224656,0.005835405,0.0010877115,0.5497072725,0.9868745591,CALI
4440,44642,802.456,297.3153678561,192.0522386229,1.5480963408,0.7633758021,45289,238.4113247228,0.7135185244,0.9857139703,0.8711863254,0.8018802608,0.0066599921,0.0016986018,0.6430119527,0.9954444511,SIRA
4441,78414,1108.022,352.2447759033,285.3473978805,1.2344418716,0.5863156359,80312,315.9743750067,0.705936369,0.976367168,0.8026139529,0.8970306918,0.0044921159,0.0017941549,0.804664062,0.9933110107,BARBUNYA
4442,71126,1037.583,403.7911096506,225.4813440172,1.7907960918,0.8295645258,71831,300.9326101619,0.7384650525,0.990185296,0.8302187823,0.7452680432,0.0056771238,0.0010803342,0.5554244563,0.9946519456,CALI
4443,27875,616.012,222.6462814118,159.8193731471,1.3931119678,0.6962314207,28270,188.3920176374,0.7910718847,0.9860275911,0.9230949931,0.8461494009,0.0079873105,0.0025256231,0.7159688087,0.997424716,DERMASON
4444,26325,608.1,229.0356868097,147.2539119132,1.5553793026,0.765924949,26682,183.0793025308,0.7013267263,0.9866201934,0.8945986471,0.7993483683,0.008700311,0.0021910834,0.6389578139,0.9938217589,DERMASON
4445,38716,729.744,269.4084684589,183.3465288269,1.4693949767,0.7326995894,39116,222.0241928574,0.8088413488,0.9897740055,0.9136067076,0.8241173491,0.0069585822,0.0019799615,0.6791694051,0.9979681122,DERMASON
4446,40393,741.285,275.6375478739,186.9476223725,1.4744105562,0.7348430995,40818,226.7817561677,0.7320755401,0.9895879269,0.923731065,0.8227534961,0.0068238939,0.0019288168,0.6769233153,0.9980628818,DERMASON
4447,41210,755.903,281.6940689788,186.9879916553,1.5064821355,0.7479118024,41735,229.0637501626,0.7776645531,0.9874206302,0.9063174474,0.8131649736,0.0068355756,0.0018436119,0.6612372743,0.996142141,SIRA
4448,41461,781.557,298.15689835,177.7151522686,1.6777235624,0.8029504737,42068,229.7602767327,0.7034680512,0.9855709803,0.8529593266,0.7706019146,0.0071912616,0.0015642465,0.5938273109,0.9962780714,SIRA
4449,34189,684.153,253.2657388961,172.0631456004,1.4719348412,0.7337885733,34562,208.6403287837,0.726436342,0.9892078005,0.9178882087,0.8238000516,0.0074078136,0.0021045394,0.6786465251,0.9989234652,DERMASON
4450,41646,741.375,260.3495020753,203.8564492524,1.2771217346,0.622008218,42046,230.2723041967,0.7554829932,0.9904866099,0.952154194,0.8844737645,0.0062514888,0.0023599513,0.7822938402,0.9990844661,SEKER
4451,42324,745.45,253.7548381412,212.8656716165,1.1920890589,0.5443418307,42666,232.139161908,0.7842861114,0.9919842498,0.9571048822,0.9148166932,0.0059955306,0.0025902621,0.8368895821,0.9976469143,SEKER
4452,57132,914.731,335.2396034589,217.5078840305,1.5412756414,0.7609477088,57887,269.7085865704,0.71932917,0.9869573479,0.8580300472,0.8045248347,0.0058678079,0.0015163989,0.6472602097,0.9976063948,BARBUNYA
4453,26210,607.859,223.429993976,149.8702112564,1.4908232403,0.7416651277,26556,182.678976534,0.7272475028,0.9869709294,0.8913970293,0.817611697,0.0085246087,0.0023498633,0.6684888871,0.9965987687,DERMASON
4454,32363,664.346,244.1975123977,169.1145767527,1.4439767233,0.7213872147,32743,202.9922446456,0.7522780102,0.988394466,0.9214462105,0.8312625409,0.0075455771,0.0022224145,0.690997412,0.9977841787,DERMASON
4455,48689,849.403,316.8919570959,198.6595008889,1.5951512798,0.7790999006,49911,248.9834536543,0.8009903596,0.9755164192,0.8480337523,0.7857045535,0.0065084918,0.0015300203,0.6173316454,0.9847373642,SIRA
4456,60993,958.347,356.7469482753,218.0096635916,1.636381353,0.791549933,61892,278.6731051825,0.7282746269,0.9854746979,0.8345344778,0.781150635,0.0058489818,0.001343381,0.6101963146,0.9985138708,BARBUNYA
4457,58891,966.204,397.7939188794,189.5287618621,2.0988577933,0.8792017736,59522,273.8290525656,0.6014195261,0.9893988777,0.7927224009,0.6883691268,0.0067547489,0.0009355662,0.4738520547,0.9945480778,HOROZ
4458,64762,1000.168,385.8340559225,214.5390567124,1.7984327042,0.8311557258,65876,287.1542083901,0.7096427789,0.9830894408,0.813549918,0.7442427748,0.005957723,0.0011275053,0.5538973078,0.9961470332,BARBUNYA
4459,71965,1034.185,408.7724279079,226.0930891911,1.8079828506,0.8331131516,72960,302.7023023316,0.7339772356,0.9863623904,0.8455411046,0.7405154596,0.005680156,0.0010536019,0.5483631459,0.9914311638,CALI
4460,34102,681.596,245.1469929672,177.5113486611,1.3810215224,0.6896932374,34442,208.374698451,0.783197832,0.9901283317,0.9224347342,0.8499989983,0.0071886398,0.0023147289,0.7224982971,0.9977856981,DERMASON
4461,44535,795.057,305.9278052867,187.2165257209,1.6340854746,0.7908863216,45089,238.1254356947,0.701217112,0.9877131895,0.8853495878,0.7783713398,0.0068693793,0.001555409,0.6058619427,0.9900302002,SIRA
4462,41301,742.837,257.2850816169,205.1865216745,1.2539082953,0.6033103701,41673,229.316520201,0.7801178648,0.9910733568,0.9405532239,0.8912934973,0.0062295122,0.002425028,0.7944040984,0.9961098888,SEKER
4463,32062,665.567,235.1189656922,174.9852953977,1.3436498487,0.6679105975,32539,202.0460499077,0.8092990383,0.9853406681,0.9095297569,0.8593353978,0.0073332595,0.0024667641,0.7384573259,0.9922280742,DERMASON
4464,36296,706.169,262.2950516879,176.4635149054,1.4863982043,0.7398542131,36656,214.9732600016,0.7162364828,0.9901789612,0.9146424063,0.8195856484,0.0072265553,0.0020113538,0.671720635,0.9984443457,DERMASON
4465,231066,1787.859,641.9042752332,460.1984968278,1.3948421815,0.6971482611,232903,542.4042483644,0.7367001435,0.9921125962,0.908404716,0.8449924222,0.0027780127,0.0008736254,0.7140121936,0.9959343257,BOMBAY
4466,31634,654.544,239.6793961325,168.3886875454,1.4233699403,0.7116264441,31937,200.6929489498,0.7530291128,0.9905125716,0.9278681811,0.8373391797,0.0075766389,0.0022975343,0.7011369019,0.9979771901,DERMASON
4467,63710,1004.657,415.4718302769,198.136245265,2.096899685,0.8789605239,64765,284.8123792869,0.6407651768,0.9837103374,0.7931984192,0.6855154996,0.006521297,0.0008883474,0.4699315001,0.9853992146,HOROZ
4468,54388,942.313,390.0364557434,178.2411729678,2.1882511725,0.8894739224,55086,263.1519567836,0.6495485597,0.9873289039,0.7697019515,0.6746855401,0.0071713697,0.0009166161,0.455200578,0.9960931985,HOROZ
4469,45032,836.404,338.1600975158,171.5685992534,1.9709906066,0.8617347353,45647,239.4504608025,0.6759633138,0.9865270445,0.8089075658,0.7080979174,0.0075093289,0.0011645393,0.5014026606,0.9882599342,HOROZ
4470,47484,794.213,282.4130236833,214.382041247,1.3173352676,0.650964473,47848,245.8831156103,0.7444500188,0.9923925765,0.9459826634,0.8706507668,0.0059475407,0.0021081093,0.7580327576,0.9985832857,SEKER
4471,42827,798.445,315.1007629613,173.4056749942,1.8171306272,0.8349550363,43517,233.5145177122,0.7400169336,0.9841441276,0.8441847574,0.7410788711,0.0073575259,0.0013688923,0.5491978933,0.9979643122,SIRA
4472,23616,566.553,207.1344166392,145.6823410359,1.421822406,0.7108707009,23931,173.4036478522,0.7118827998,0.9868371568,0.9245600357,0.8371551704,0.0087709357,0.0026573548,0.7008287793,0.9964540611,DERMASON
4473,37008,691.802,242.2470916443,194.6144488801,1.2447538867,0.595477935,37288,217.0715298503,0.7933459098,0.9924908818,0.971721592,0.8960748646,0.0065458034,0.0026032741,0.802950163,0.9994753362,SEKER
4474,78951,1107.357,432.4657715114,236.1056935217,1.8316617658,0.8378162439,80711,317.054467397,0.7420346247,0.9781938026,0.8090813465,0.7331319339,0.0054776478,0.0009761182,0.5374824324,0.9844860213,CALI
4475,23532,567.875,209.9588894688,143.0493174501,1.4677377929,0.7319851325,23855,173.0949825001,0.7098642534,0.9864598617,0.9169870534,0.8244232142,0.0089222714,0.0025424712,0.6796736361,0.9975826825,DERMASON
4476,47610,832.665,320.1035232857,191.3630170691,1.6727554163,0.80163333,48271,246.2091280291,0.7436738519,0.986306478,0.8629138219,0.7691546956,0.0067234514,0.0014515327,0.5915989458,0.9896003409,SIRA
4477,47937,853.142,337.1537578659,184.1836671306,1.8305301611,0.8375962201,48712,247.0532008616,0.8054743422,0.9840901626,0.8276335169,0.7327612257,0.0070332678,0.001250797,0.5369390139,0.9828830596,HOROZ
4478,29310,640.286,238.6403770805,156.7726572851,1.5222066221,0.7539419548,29686,193.1803588779,0.7731877176,0.9873340969,0.8984163988,0.8095040799,0.0081419439,0.0021566717,0.6552968554,0.9974972127,DERMASON
4479,30938,649.057,243.6379219006,162.0617416253,1.5033648254,0.7466879112,31236,198.4728823669,0.7208294501,0.990459726,0.9228612759,0.814622292,0.0078750379,0.0021392305,0.6636094787,0.9976471481,DERMASON
4480,39539,740.844,277.7763490247,181.8119060888,1.5278226547,0.7560392954,39964,224.3716077388,0.7341614676,0.9893654289,0.9052780896,0.8077419425,0.0070253762,0.00184476,0.6524470457,0.9968233774,DERMASON
4481,41202,738.357,255.753689941,205.5451753854,1.2442699736,0.5950561818,41593,229.0415152809,0.7590361446,0.9905993797,0.9497195295,0.8955550762,0.0062073125,0.0024629329,0.8020188945,0.9979280286,SEKER
4482,37326,713.791,265.3164401291,179.5930561278,1.4773201473,0.7360737492,37696,218.0021542251,0.806525497,0.990184635,0.9206174027,0.821668473,0.0071080866,0.0019985682,0.6751390795,0.9973965644,DERMASON
4483,24331,580.643,212.9238093669,145.643678027,1.4619502353,0.7294653069,24677,176.0090661385,0.7241369048,0.9859788467,0.90688336,0.8266293312,0.0087511327,0.0025205033,0.6833160512,0.9989740619,DERMASON
4484,40009,742.191,265.1094338645,192.6296890635,1.3762646618,0.6870560402,40475,225.7012205224,0.7776287658,0.9884867202,0.9127171127,0.8513511467,0.0066262449,0.0021472477,0.724798775,0.9975149409,SEKER
4485,55838,950.359,399.4419257709,178.7464608771,2.2346843893,0.8942886929,56472,266.6367373393,0.588915256,0.9887731973,0.7768985925,0.667523162,0.0071535858,0.0008761307,0.4455871719,0.995746697,HOROZ
4486,73841,1029.369,379.9428422905,249.0095760811,1.5258161886,0.7552932949,74832,306.6223756069,0.7939892473,0.9867570024,0.8757199899,0.8070223767,0.0051454184,0.0013463029,0.6512851165,0.9937413742,CALI
4487,38944,712.513,248.5226499962,199.8302718824,1.2436686777,0.5945310202,39279,222.6769876529,0.76107094,0.9914712696,0.9639729235,0.8960027895,0.0063815389,0.0025371295,0.8028209988,0.99844333,SEKER
4488,63603,990.075,402.0929463711,202.0947587188,1.9896258019,0.8645149683,64260,284.5731096991,0.6635473068,0.9897759104,0.8153635181,0.7077296736,0.0063219179,0.000978359,0.5008812909,0.9965663401,HOROZ
4489,53524,919.534,324.5638455059,210.5158394571,1.5417549879,0.7611196588,54727,261.0533918424,0.789090373,0.9780181629,0.7954682352,0.8043206151,0.0060638937,0.0015654822,0.6469316518,0.997410101,BARBUNYA
4490,34509,695.555,270.429967083,163.1232020778,1.6578264995,0.7975904007,34931,209.614463836,0.7978221667,0.9879190404,0.8963534301,0.7751155173,0.0078365055,0.0017448895,0.6008040652,0.9960289003,DERMASON
4491,34437,687.782,259.7955738866,169.1082758816,1.5362676518,0.7591392661,34798,209.3956785658,0.7928763843,0.9896258406,0.914815603,0.8060017168,0.0075440826,0.0019639484,0.6496387675,0.9980190238,DERMASON
4492,56905,958.956,382.9106321273,192.871049017,1.9853193835,0.8638802212,58481,269.1722427985,0.7949180007,0.9730510764,0.7776119573,0.7029636166,0.0067289453,0.0010135803,0.4941578463,0.9810611507,HOROZ
4493,46435,813.7,312.5285507486,190.7317124965,1.6385767561,0.7921813785,47098,243.1519653628,0.8346814783,0.9859229691,0.8813059088,0.7780152078,0.0067304523,0.0015211651,0.6053076636,0.9918430679,SIRA
4494,35978,687.586,243.5302452092,188.4149582664,1.2925207608,0.6335741626,36297,214.0294660566,0.7469274207,0.9912113949,0.9562970822,0.8788619495,0.0067688656,0.0024910262,0.7723983262,0.9983408722,SEKER
4495,30681,649.881,245.5032812411,159.9887395462,1.5345035028,0.7584969549,31092,197.6468124509,0.7591676152,0.9867811656,0.9128758007,0.8050679056,0.0080018018,0.0020734693,0.6481343327,0.9945644037,DERMASON
4496,72360,1091.04,369.6112500904,250.6756944917,1.4744598627,0.7348640322,74162,303.5318985824,0.7436029185,0.9757018419,0.7638834063,0.8212193176,0.0051079498,0.0014330555,0.6744011676,0.994377453,BARBUNYA
4497,33359,680.514,250.21766809,170.3707643879,1.4686655248,0.7323854867,33781,206.0922074529,0.7058014557,0.9875077706,0.9052087825,0.823651699,0.0075007545,0.0021294091,0.6784021213,0.9963458076,DERMASON
4498,43122,838.186,296.4045889406,185.6575998373,1.5965120157,0.7795295358,44074,234.3173823003,0.7319855375,0.9783999637,0.7713082097,0.7905322355,0.0068736281,0.0016559382,0.6249412153,0.9977261594,BARBUNYA
4499,26605,612.291,229.7859187778,148.0236864564,1.5523591141,0.7648732207,27011,184.0503683443,0.7382075472,0.9849690867,0.891779276,0.8009645209,0.0086369449,0.0021927697,0.6415441637,0.9959069297,DERMASON
4500,37919,701.737,243.3535228865,198.7999406008,1.2241126539,0.5767534385,38208,219.7270358805,0.7534374503,0.992436139,0.9676493024,0.9029129033,0.00641772,0.00263114,0.815251711,0.9979599355,SEKER
4501,134012,1385.807,517.7649124085,331.9160236855,1.5599274378,0.7674945591,135500,413.0730902262,0.76070569,0.9890184502,0.8768959237,0.7978004695,0.0038635713,0.0009654857,0.6364855892,0.9928713344,BOMBAY
4502,57311,953.118,373.2428760795,196.5679634841,1.8987981025,0.8500828774,58213,270.1307674966,0.6401604003,0.9845051793,0.7927833262,0.7237399152,0.006512587,0.0011022076,0.5237994649,0.9945894301,HOROZ
4503,42741,761.007,275.2483796672,198.1186956211,1.3893104778,0.6942006707,43261,233.27994209,0.7732428765,0.9879799357,0.9274216712,0.8475252148,0.0064399144,0.0020496059,0.7182989897,0.9979403125,SEKER
4504,69962,1000.601,377.1407443772,239.2072992641,1.5766272415,0.7731154437,71574,298.4600224968,0.7781336892,0.9774778551,0.8781126124,0.7913757051,0.0053906513,0.001304223,0.6262755066,0.9874030244,CALI
4505,48269,877.25,356.6748722026,173.2257123439,2.0590180717,0.8741431297,48781,247.9072398798,0.5990567794,0.9895041102,0.7881908915,0.6950510372,0.0073893155,0.0010637774,0.4830959444,0.9947032798,HOROZ
4506,61707,961.198,367.4445707018,214.4825403689,1.7131677482,0.8119593373,62435,280.2994694732,0.7794732521,0.9883398735,0.8393026222,0.7628347017,0.0059546659,0.001243824,0.5819167821,0.9969210632,CALI
4507,43844,826.338,338.904538619,165.7581754897,2.0445720859,0.8722277737,44434,236.2708500839,0.8226199857,0.9867218796,0.8068718864,0.6971604778,0.0077297815,0.0011263621,0.4860327319,0.9937289564,HOROZ
4508,29045,630.965,238.325099106,155.7520506183,1.5301570551,0.7569026114,29335,192.3050768358,0.820109555,0.9901141981,0.9167917703,0.8069023261,0.0082053744,0.0021456656,0.6510913639,0.996272044,DERMASON
4509,100725,1223.39,484.2693369671,266.4382995242,1.8175665354,0.8350420113,101676,358.1159772245,0.7480393904,0.9906467603,0.8457018635,0.7394975273,0.0048078366,0.0008869035,0.5468565929,0.9939482428,CALI
4510,37068,704.024,245.3649806051,192.5270993954,1.2744438647,0.6199314418,37452,217.2474244824,0.8095217296,0.989746876,0.9397970763,0.8854051786,0.0066193207,0.002509351,0.7839423303,0.9990904932,SEKER
4511,61944,955.718,361.9657800814,219.9610850548,1.6455900824,0.7941783446,62873,280.8372310771,0.7071313599,0.9852241821,0.8522157949,0.7758667988,0.0058434357,0.001306161,0.6019692895,0.9905946928,CALI
4512,40021,719.269,252.3099644631,202.1951505924,1.2478536885,0.5981609343,40316,225.7350655522,0.7823324732,0.9926828058,0.9721093366,0.8946736053,0.0063044393,0.0024916368,0.80044086,0.9988330795,SEKER
4513,45598,774.842,260.7270608696,223.1483769041,1.1684022285,0.5171916005,45973,240.9505691233,0.7904791623,0.9918430383,0.9543976282,0.9241486799,0.0057179495,0.0025726901,0.8540507826,0.9978748377,SEKER
4514,35507,682.142,239.2324136665,189.1161631419,1.2650024709,0.6124461769,35835,212.6238850997,0.7819202819,0.9908469374,0.9589020868,0.888775404,0.0067376127,0.0025933069,0.7899217187,0.999252926,SEKER
4515,36941,710.755,262.5114866075,179.45480922,1.4628278158,0.7298498803,37298,216.874945584,0.768387553,0.9904284412,0.9189220328,0.8261541176,0.0071062366,0.0020420375,0.6825306261,0.9984247849,DERMASON
4516,40276,750.386,281.7426336099,182.718995443,1.5419449572,0.761187749,40803,226.4530766047,0.7618507169,0.987084283,0.8988490229,0.8037586421,0.0069952983,0.001800896,0.6460279547,0.996139547,SIRA
4517,70304,1058.424,437.5059022885,205.3414760585,2.1306260707,0.8830145498,71044,299.1886243711,0.7750755187,0.9895839198,0.7886250015,0.6838504871,0.0062230585,0.0008395147,0.4676514887,0.9963904537,HOROZ
4518,45035,808.971,314.5140715205,183.4175502184,1.7147436063,0.8123447103,45701,239.4584366798,0.7929395193,0.9854270147,0.8647570763,0.7613600101,0.0069837698,0.0014475378,0.579669065,0.993983823,SIRA
4519,44456,791.275,300.1159957775,189.5924780939,1.5829530728,0.7751879545,44977,237.9141382952,0.7702009702,0.9884163017,0.8922475387,0.7927406124,0.0067508547,0.0016446101,0.6284376786,0.9947873544,SIRA
4520,31558,656.453,242.9485646235,166.9923013055,1.4548488926,0.7263201039,32083,200.451723746,0.8012084899,0.9836361936,0.9202632116,0.8250788559,0.0076984779,0.0022007285,0.6807551185,0.9903958302,DERMASON
4521,158935,1504.266,546.7005455399,372.9206026668,1.465997163,0.7312313335,160484,449.8470040386,0.7063777778,0.9903479475,0.8826329397,0.8228398667,0.0034397744,0.0009726823,0.6770654463,0.9925760234,BOMBAY
4522,41058,753.867,281.6904734876,186.2009274571,1.5128306681,0.7503748791,41476,228.6409176585,0.8055642756,0.9899218825,0.9078585517,0.8116742992,0.0068607938,0.0018368822,0.658815168,0.9966757907,SIRA
4523,34566,690.139,252.0327181453,175.3030168936,1.4376975514,0.718471319,35009,209.7875070239,0.7409328646,0.987346111,0.9119811233,0.8323820358,0.0072913475,0.0021591278,0.6928598536,0.9961229149,DERMASON
4524,60515,931.443,346.2961144188,223.4780808655,1.549575301,0.7638970614,61176,277.5789816424,0.7696074067,0.9891951092,0.8765169829,0.8015653947,0.0057224839,0.0014572034,0.642507082,0.995613105,CALI
4525,46836,804.02,292.5881968195,204.8225655062,1.4284959086,0.7141065671,47389,244.1996054813,0.7231348814,0.9883306253,0.9104497006,0.8346187855,0.0062470791,0.0018698613,0.6965885171,0.9950738467,SIRA
4526,40906,747.915,278.3183814056,188.1656213442,1.4791138754,0.7368277966,41346,228.2173017476,0.7509684052,0.9893580999,0.9189510773,0.8199864508,0.0068038523,0.0018974107,0.6723777794,0.9945233031,DERMASON
4527,32469,667.636,242.2560196859,171.5790355928,1.4119208611,0.7059567016,32830,203.3244077282,0.7450265024,0.9890039598,0.9153754997,0.8392955849,0.0074611482,0.0022837322,0.7044170788,0.9945811684,DERMASON
4528,77977,1055.268,402.5569313261,247.7280323745,1.6249954737,0.7882256438,78830,315.092684745,0.73936377,0.9891792465,0.8799355201,0.7827282559,0.0051625086,0.0011953211,0.6126635225,0.995575451,CALI
4529,61493,957.394,371.099128049,211.8087958826,1.7520477679,0.8211164535,62177,279.8130077827,0.753000098,0.9889991476,0.8430515714,0.7540114935,0.0060348191,0.00120325,0.5685333324,0.9960975559,CALI
4530,57905,945.761,391.2839741933,189.3929517585,2.0659901573,0.8750517292,58672,271.527044395,0.7257356996,0.9869273248,0.8135104341,0.6939385774,0.0067573435,0.0009665846,0.4815507491,0.994879108,HOROZ
4531,64252,951.839,357.2425198877,230.7394160312,1.5482509492,0.7634303804,65192,286.0213055496,0.7834081155,0.9855810529,0.8911883982,0.8006362334,0.0055600218,0.0014092798,0.6410183783,0.9924573127,CALI
4532,58740,942.69,370.6574502983,204.0034151721,1.8169178687,0.8349125594,59701,273.4777703173,0.7534246575,0.9839031172,0.8306269272,0.7378180854,0.006310137,0.0011534951,0.5443755271,0.9890856225,CALI
4533,77038,1054.205,397.2609845428,248.0322878964,1.6016502848,0.7811399094,77933,313.1897636375,0.7968514036,0.9885157764,0.8710933936,0.7883728225,0.0051566887,0.0012287888,0.6215317072,0.9954764358,CALI
4534,50011,834.774,308.9094628773,206.6630548683,1.4947493304,0.7432547568,50530,252.3410051334,0.7947336639,0.9897288739,0.9018567801,0.8168769023,0.0061768304,0.0016965705,0.6672878735,0.9974281022,SIRA
4535,37481,728.792,261.8106675143,182.7033871743,1.4329820129,0.7162483551,38024,218.4543233178,0.736264168,0.9857195456,0.8867758148,0.8343980992,0.0069851569,0.0020885706,0.6962201879,0.9976710063,SIRA
4536,26723,608.189,217.7108984067,157.1981415907,1.3849457519,0.6918409363,27175,184.4580720759,0.7568539708,0.9833670653,0.9078580601,0.8472615447,0.0081469483,0.0025896716,0.7178521251,0.9941862511,DERMASON
4537,42703,778.007,289.1029945343,189.3171336223,1.527083096,0.7557647566,43263,233.1762172239,0.7666056298,0.9870559138,0.8865459322,0.8065506814,0.0067700863,0.0017672607,0.6505240016,0.9934042064,SIRA
4538,41499,757.035,284.2983621468,186.4537745169,1.5247659259,0.7549013393,41899,229.865543018,0.8085690905,0.9904532328,0.9099459121,0.8085362901,0.006850728,0.0018059867,0.6537309324,0.9967866505,DERMASON
4539,32109,663.582,224.4723522892,182.3644962,1.2308994183,0.5830809438,32567,202.1940863178,0.7676253317,0.9859366844,0.9163205998,0.9007527397,0.0069909481,0.0028388223,0.8113554981,0.9986970107,SEKER
4540,44487,761.329,264.0926897841,214.9791289821,1.2284573439,0.5808241204,44806,237.9970748279,0.7832632005,0.9928804178,0.9644911301,0.9011876664,0.0059364014,0.0024152605,0.8121392101,0.997678377,SEKER
4541,33063,670.729,243.2245012807,173.5180714806,1.401724323,0.7007498808,33423,205.175824764,0.7943253892,0.9892289741,0.9235447691,0.8435656099,0.0073563954,0.0022978427,0.7116029382,0.9974711468,DERMASON
4542,50189,883.41,367.1287652051,174.3932591713,2.1051774991,0.8799753624,50787,252.7896744543,0.6427153632,0.9882253333,0.8081533629,0.688558616,0.0073149249,0.0010142693,0.4741129676,0.9980919515,HOROZ
4543,70264,1101.506,398.9485457717,226.3556467042,1.7624855027,0.8234557107,71973,299.10349943,0.639787296,0.9762549845,0.7277278565,0.7497295142,0.0056778513,0.0011065785,0.5620943445,0.9906831334,BARBUNYA
4544,37482,705.803,244.4974880172,195.3803884071,1.2513921689,0.6011848326,37878,218.4572374992,0.7776348548,0.9895453825,0.9455088983,0.8934948137,0.0065230641,0.0025644814,0.7983329821,0.999027642,SEKER
4545,53012,927.448,386.1190192604,175.9423076762,2.1945774405,0.890149504,53660,259.8017989651,0.7832742317,0.9879239657,0.7744705631,0.6728541875,0.0072836154,0.000920896,0.4527327576,0.9935570964,HOROZ
4546,33682,691.39,263.2164564534,163.6692923262,1.6082213879,0.7831721518,34106,207.087552368,0.7127560521,0.9875681698,0.8854449146,0.7867576183,0.0078147514,0.0018469654,0.6189875499,0.9954690166,DERMASON
4547,90508,1206.111,414.4114538679,278.9424510471,1.4856521563,0.7395468636,92011,339.4677668276,0.7104238619,0.9836649966,0.7818479027,0.8191563328,0.0045787273,0.0012717206,0.6710170976,0.9968979979,BARBUNYA
4548,68488,1019.038,349.3068275418,249.9429177531,1.3975464105,0.6985720261,69675,295.2992210281,0.7611553807,0.9829637603,0.8287882584,0.8453863416,0.0051002632,0.0016069163,0.7146780665,0.9987957666,BARBUNYA
4549,79102,1091.847,414.2250756834,243.9172736592,1.6982195212,0.8082408647,80113,317.3575183726,0.6838710793,0.9873803253,0.8338227841,0.7661475295,0.0052365942,0.0011129568,0.5869820369,0.9968243536,BARBUNYA
4550,36369,689.67,236.845565032,195.647267041,1.2105743597,0.5635907251,36716,215.1893329198,0.7684457404,0.9905490794,0.9608565476,0.9085639112,0.0065122925,0.0027373831,0.8254883808,0.999315068,SEKER
4551,33401,700.283,266.772155839,159.8437510369,1.6689558028,0.8006165581,33844,206.2219048348,0.7890621309,0.9869105307,0.855898305,0.773026346,0.0079869512,0.0017592922,0.5975697316,0.9973174711,DERMASON
4552,49439,831.769,306.5407718805,206.03997388,1.4877733,0.7404191671,49997,250.8937820118,0.7002492847,0.9888393304,0.8979953367,0.8184679006,0.0062003837,0.0017163464,0.6698897043,0.9966440161,SIRA
4553,53550,872.576,334.7523065523,205.1044146704,1.6321067837,0.7903116937,54256,261.1167892353,0.7895435244,0.9869876143,0.8838179383,0.7800298433,0.0062512102,0.0014275415,0.6084465565,0.9930497524,SIRA
4554,59030,973.241,389.9037252899,193.9118341267,2.0107268184,0.8675599595,59864,274.1520204662,0.7223445913,0.9860684218,0.7831444142,0.7031274714,0.0066051792,0.0009958654,0.4943882411,0.9940796951,HOROZ
4555,50090,837.283,306.4107040464,209.1192243243,1.4652440733,0.7309041251,50640,252.540232034,0.7274707719,0.9891390205,0.8978759703,0.8241886745,0.0061172031,0.0017411622,0.6792869712,0.9953212087,SIRA
4556,38825,721.732,249.2813548794,198.6156566589,1.2550941808,0.6043051591,39189,222.3365137002,0.7602012845,0.9907116793,0.9366328935,0.8919099217,0.0064206402,0.0025063521,0.7955033083,0.9984315731,SEKER
4557,68292,1035.332,402.7115717868,218.4844238518,1.8432049511,0.8400343186,69606,294.8763723818,0.8000468604,0.981122317,0.8006089134,0.7322272143,0.005896907,0.0010456528,0.5361566934,0.9882466718,CALI
4558,25726,594.314,214.3770491637,153.0590421672,1.400616691,0.7001750529,26034,180.9844206772,0.7253912308,0.988169317,0.9152720652,0.8442341257,0.0083330891,0.0026111835,0.712731259,0.9982632976,DERMASON
4559,50547,893.526,369.2940605404,176.1669855265,2.096272803,0.8788831317,51305,253.6896514794,0.8049013519,0.9852256115,0.7955928301,0.6869583852,0.0073059541,0.0010036411,0.4719118229,0.9892559198,HOROZ
4560,29741,641.815,237.3907688324,160.0058986749,1.4836376084,0.7387139707,30077,194.5955223019,0.8078720052,0.9888286731,0.9072891248,0.8197265768,0.0079819363,0.002223126,0.6719516607,0.9969327549,DERMASON
4561,38794,721.177,254.0607592638,194.613439532,1.3054635891,0.6428269792,39179,222.2477331683,0.7797788945,0.9901733071,0.9373260569,0.8747818192,0.0065489704,0.0023656571,0.7652432311,0.9989971751,SEKER
4562,77785,1104.594,381.3384405132,260.2642666223,1.4651970686,0.7308836806,79114,314.7045248916,0.7575919902,0.9832014561,0.8011251397,0.825263051,0.0049024676,0.0014026977,0.6810591034,0.9978858018,BARBUNYA
4563,36851,707.882,261.6030762654,179.8202947968,1.4548028439,0.7262995137,37279,216.6105963775,0.7120415813,0.9885190053,0.9241392225,0.8280124205,0.007098941,0.0020583572,0.6856045684,0.997419476,DERMASON
